trans_id,trans_date_trans_time,merchant,category,amt,first,last,gender,city,state,job,is_fraud,merch_lat,merch_long
TXN100369,2024-04-01 22:00:25,BSES Yamuna,home_utilities,1933.66,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0683,72.8513
TXN100572,2024-04-02 12:07:03,Urban Company Home Care,home_utilities,4915.58,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0930,72.8784
TXN100043,2024-04-03 00:59:34,Paradise Biryani,food_dining,851.30,Aarav,Sharma,M,Delhi,Delhi,Software Engineer,0,28.6986,77.0956
TXN100353,2024-04-03 16:38:11,Netflix India,entertainment,464.64,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0638,72.8935
TXN100500,2024-04-04 08:47:40,SonyLIV,entertainment,1613.88,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0691,72.8469
TXN100343,2024-04-04 17:16:24,Dr Lal PathLabs,health_fitness,878.85,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1133,72.8399
TXN100226,2024-04-05 04:01:26,D-Mart,grocery_pos,580.77,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.4089,78.5111
TXN100640,2024-04-06 05:28:42,Zomato,food_dining,1067.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0458,72.8707
TXN100327,2024-04-06 14:31:03,Spotify India,entertainment,595.04,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0694,72.8387
TXN100121,2024-04-07 06:13:42,Medplus,health_fitness,5649.12,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5711,88.4002
TXN100578,2024-04-07 08:01:27,Reliance Fresh,grocery_pos,2126.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1109,72.8926
TXN100415,2024-04-07 11:15:54,Fastag Toll,travel,1400.80,Aarav,Sharma,M,Jaipur,Rajasthan,Software Engineer,0,26.8943,75.7806
TXN100230,2024-04-10 05:55:06,Spotify India,entertainment,831.32,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1125,72.8642
TXN100473,2024-04-10 11:30:55,Airtel Broadband,home_utilities,1276.23,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.3679,78.5101
TXN100283,2024-04-11 16:01:44,Nykaa,shopping_net,4847.45,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.4058,78.4847
TXN100604,2024-04-12 04:59:12,Tata Power,home_utilities,966.87,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1040,72.8550
TXN100406,2024-04-12 13:27:32,Airtel Broadband,home_utilities,1355.98,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0563,72.8538
TXN100029,2024-04-14 04:59:44,Apollo Pharmacy,health_fitness,2350.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0975,72.9084
TXN100394,2024-04-14 06:49:06,Cult.fit,health_fitness,5189.82,Aarav,Sharma,M,Ahmedabad,Gujarat,Software Engineer,0,23.0575,72.5564
TXN100480,2024-04-15 16:41:41,Tata CLiQ,shopping_net,10020.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1093,72.9080
TXN100430,2024-04-16 12:28:45,Amazon India,shopping_net,14364.26,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1004,72.8447
TXN100486,2024-04-17 15:34:14,Haldirams,food_dining,2042.12,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0828,72.9107
TXN100291,2024-04-17 16:44:27,IndiGo Airlines,travel,1989.65,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0746,72.8826
TXN100284,2024-04-17 21:07:27,Ajio,shopping_net,14164.18,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0660,72.8598
TXN100312,2024-04-17 21:13:44,Dr Lal PathLabs,health_fitness,3192.16,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1050,72.9091
TXN100532,2024-04-19 04:51:50,Apollo Pharmacy,health_fitness,1882.02,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0957,72.8912
TXN100150,2024-04-19 15:04:04,Ola Cabs,travel,8255.53,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0762,72.8983
TXN100103,2024-04-19 16:38:25,Fastag Toll,travel,1664.94,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0436,72.8714
TXN100626,2024-04-22 03:45:52,Uber India,travel,3937.29,Aarav,Sharma,M,Chennai,Tamil Nadu,Software Engineer,0,13.0653,80.2940
TXN100143,2024-04-22 04:38:06,Medplus,health_fitness,3547.83,Aarav,Sharma,M,Hyderabad,Telangana,Software Engineer,0,17.3982,78.4670
TXN100180,2024-04-22 12:28:44,Amazon India,shopping_net,7096.25,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0539,72.8686
TXN100073,2024-04-22 22:29:47,Tata Power,home_utilities,1371.43,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0496,72.8577
TXN100120,2024-04-23 04:43:37,Airtel Broadband,home_utilities,4396.66,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0651,72.9067
TXN100348,2024-04-23 04:48:55,BookMyShow,entertainment,1236.21,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5771,88.3972
TXN100052,2024-04-23 07:51:25,Amazon India,shopping_net,5417.24,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1159,72.8505
TXN100612,2024-04-23 13:04:23,Croma Online,shopping_net,3165.07,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0782,72.9155
TXN100114,2024-04-23 13:29:43,Tata CLiQ,shopping_net,3673.64,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0947,72.8953
TXN100371,2024-04-23 22:47:27,PVR Cinemas,entertainment,681.15,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0598,72.8491
TXN100245,2024-04-24 08:55:28,PVR Cinemas,entertainment,489.94,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0901,72.8679
TXN100421,2024-04-24 19:11:31,Spotify India,entertainment,1781.12,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0543,72.8737
TXN100641,2024-04-25 20:00:26,Nature Basket,grocery_pos,3302.54,Aarav,Sharma,M,Pune,Maharashtra,Software Engineer,0,18.4952,73.8375
TXN100355,2024-04-27 14:42:51,Jio Fiber,home_utilities,2432.27,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0707,72.8678
TXN100282,2024-04-27 16:32:05,IRCTC Express,travel,4842.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0647,72.8909
TXN100413,2024-04-27 22:48:50,RedBus,travel,4306.32,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0885,72.8509
TXN100434,2024-04-30 19:38:27,Myntra,shopping_net,4547.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0805,72.8591
TXN100562,2024-04-30 20:09:58,Uber India,travel,282.31,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0644,72.8641
TXN100232,2024-05-02 01:53:59,Fastag Toll,travel,1414.01,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1094,72.9159
TXN100298,2024-05-03 06:12:19,IRCTC Express,travel,1750.59,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0597,72.9073
TXN100299,2024-05-03 07:21:12,Nykaa,shopping_net,11674.91,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0513,72.8433
TXN100487,2024-05-04 10:23:58,Dr Lal PathLabs,health_fitness,6083.06,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0784,72.8621
TXN100526,2024-05-04 10:34:58,Zomato,food_dining,1066.35,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0536,72.8725
TXN100119,2024-05-04 15:42:56,Amazon India,shopping_net,13036.54,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0680,72.9166
TXN100385,2024-05-05 20:58:24,Ajio,shopping_net,3291.09,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1110,72.8477
TXN100249,2024-05-06 04:07:01,Croma Online,shopping_net,5579.95,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0894,72.8709
TXN100404,2024-05-06 04:40:54,McDonalds India,food_dining,1150.44,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0543,72.8756
TXN100351,2024-05-06 12:52:12,Jio Fiber,home_utilities,1012.61,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0444,72.8668
TXN100040,2024-05-06 17:48:42,PVR Cinemas,entertainment,1325.89,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0489,72.8999
TXN100183,2024-05-07 05:03:29,Netflix India,entertainment,1647.87,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1146,72.8533
TXN100506,2024-05-07 10:24:10,Paradise Biryani,food_dining,699.01,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1127,72.9071
TXN100560,2024-05-08 02:01:50,Dr Lal PathLabs,health_fitness,3594.06,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0518,72.8472
TXN100632,2024-05-09 04:39:12,IndiGo Airlines,travel,4004.62,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1116,72.9166
TXN100407,2024-05-10 02:30:14,Cult.fit,health_fitness,4421.38,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0534,72.9158
TXN100031,2024-05-10 03:28:05,Myntra,shopping_net,2165.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0935,72.8529
TXN100099,2024-05-10 05:11:11,IndiGo Airlines,travel,8207.53,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0756,72.8834
TXN100325,2024-05-10 05:48:38,Spotify India,entertainment,1423.15,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0850,72.8842
TXN100213,2024-05-10 20:43:45,Zomato,food_dining,1097.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0987,72.8646
TXN100302,2024-05-12 00:24:32,Netflix India,entertainment,571.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1086,72.8894
TXN100491,2024-05-13 12:36:19,Jio Fiber,home_utilities,3288.68,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0658,72.8793
TXN100020,2024-05-13 17:07:46,Nature Basket,grocery_pos,2987.54,Aarav,Sharma,M,Ahmedabad,Gujarat,Software Engineer,0,23.0285,72.5962
TXN100370,2024-05-14 13:00:33,Starbucks Coffee,food_dining,1700.32,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0512,72.8859
TXN100141,2024-05-14 14:00:19,More Retail,grocery_pos,4608.17,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0524,72.8570
TXN100124,2024-05-14 20:07:46,Tata CLiQ,shopping_net,13952.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0379,72.8473
TXN100642,2024-05-15 01:18:46,1mg Healthcare,health_fitness,5867.45,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0860,72.9033
TXN100155,2024-05-18 08:39:33,Apollo Pharmacy,health_fitness,4925.40,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1076,72.8666
TXN100243,2024-05-18 09:27:22,Zomato,food_dining,142.75,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0899,72.9039
TXN100086,2024-05-18 23:28:31,Starbucks Coffee,food_dining,2372.07,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0514,72.8929
TXN100047,2024-05-19 20:32:14,Spotify India,entertainment,358.89,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0824,72.8620
TXN100417,2024-05-20 08:55:51,Paradise Biryani,food_dining,222.03,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0808,72.8772
TXN100581,2024-05-21 08:55:11,More Retail,grocery_pos,753.40,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0475,72.8805
TXN100017,2024-05-21 13:10:21,Uber India,travel,4737.19,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0899,72.8581
TXN100425,2024-05-21 16:35:35,Medplus,health_fitness,1678.21,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1159,72.9058
TXN100432,2024-05-22 00:02:23,Medplus,health_fitness,3991.08,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1004,72.8596
TXN100638,2024-05-23 12:14:26,Flipkart,shopping_net,4651.23,Aarav,Sharma,M,Kochi,Kerala,Software Engineer,0,9.9658,76.2879
TXN100293,2024-05-24 04:17:59,MakeMyTrip,travel,3754.39,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0790,72.8424
TXN100227,2024-05-24 07:23:22,1mg Healthcare,health_fitness,2554.48,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0590,72.8453
TXN100165,2024-05-24 20:00:18,SonyLIV,entertainment,1493.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0503,72.8611
TXN100118,2024-05-25 04:32:04,D-Mart,grocery_pos,4414.84,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0689,72.8996
TXN100452,2024-05-25 06:17:19,Cafe Coffee Day,food_dining,1546.53,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0967,72.9057
TXN100297,2024-05-25 12:46:33,Dr Lal PathLabs,health_fitness,3341.69,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0938,72.8824
TXN100290,2024-05-25 22:47:26,1mg Healthcare,health_fitness,4759.16,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0937,72.8965
TXN100228,2024-05-26 19:55:17,Nature Basket,grocery_pos,1237.99,Aarav,Sharma,M,Ahmedabad,Gujarat,Software Engineer,0,23.0214,72.5934
TXN100212,2024-05-28 21:38:29,Blinkit,grocery_pos,2382.98,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0812,72.8447
TXN100596,2024-05-29 07:43:01,Spencer Retail,grocery_pos,1478.16,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0854,72.9029
TXN100079,2024-05-30 06:46:06,Myntra,shopping_net,5142.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0961,72.8645
TXN100387,2024-05-30 13:05:59,Nature Basket,grocery_pos,967.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0870,72.8818
TXN100126,2024-05-30 13:48:20,McDonalds India,food_dining,360.25,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0594,72.8998
TXN100558,2024-05-30 13:50:51,Uber India,travel,4688.61,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0502,72.9173
TXN100330,2024-05-31 17:52:19,Spotify India,entertainment,1068.22,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1006,72.9160
TXN100241,2024-06-01 09:42:34,Nykaa,shopping_net,9537.04,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0851,72.8549
TXN100342,2024-06-02 19:49:07,1mg Healthcare,health_fitness,550.72,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1078,72.8589
TXN100328,2024-06-03 07:42:16,PVR Cinemas,entertainment,1225.59,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0938,72.8937
TXN100508,2024-06-03 12:37:18,Croma Online,shopping_net,9816.27,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1112,72.8930
TXN100022,2024-06-05 20:19:22,Dr Lal PathLabs,health_fitness,676.66,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0686,72.8993
TXN100338,2024-06-06 01:05:26,Jio Fiber,home_utilities,4658.43,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0713,72.8791
TXN100360,2024-06-06 04:22:50,Dominos Pizza,food_dining,580.30,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0988,72.9093
TXN100352,2024-06-07 10:43:40,Fastag Toll,travel,3035.62,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1125,72.9064
TXN100471,2024-06-07 15:39:07,BigBasket,grocery_pos,3060.41,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1102,72.8709
TXN100028,2024-06-07 16:33:48,Uber India,travel,4163.43,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1012,72.8534
TXN100528,2024-06-07 16:34:13,Medplus,health_fitness,783.40,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0513,72.9125
TXN100591,2024-06-09 09:54:23,BSES Yamuna,home_utilities,2931.45,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0590,72.8652
TXN100613,2024-06-09 17:26:55,Cult.fit,health_fitness,2392.02,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1149,72.8911
TXN100476,2024-06-10 05:39:19,Reliance Fresh,grocery_pos,2350.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0878,72.8883
TXN100505,2024-06-10 09:26:55,Netflix India,entertainment,1548.91,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1144,72.8709
TXN100295,2024-06-11 02:58:49,Zomato,food_dining,1383.62,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0976,72.9128
TXN100590,2024-06-11 05:07:29,Dr Lal PathLabs,health_fitness,3154.58,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0405,72.9103
TXN100543,2024-06-12 10:57:10,Myntra,shopping_net,1493.94,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1007,72.9168
TXN100210,2024-06-12 15:16:20,Nature Basket,grocery_pos,4790.99,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0768,72.8816
TXN100051,2024-06-13 11:05:51,Amazon India,shopping_net,8171.24,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0522,72.8734
TXN100576,2024-06-13 16:33:47,Medplus,health_fitness,3132.74,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0882,72.8955
TXN100429,2024-06-14 15:55:49,IndiGo Airlines,travel,5228.05,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1117,72.8714
TXN100214,2024-06-14 18:38:19,Netflix India,entertainment,718.55,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0372,72.8704
TXN100478,2024-06-15 08:18:59,BSES Yamuna,home_utilities,4873.87,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0827,72.9043
TXN100375,2024-06-16 02:04:11,Medplus,health_fitness,4257.70,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0736,72.8557
TXN100477,2024-06-17 00:20:57,BSES Yamuna,home_utilities,1746.11,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0376,72.8875
TXN100264,2024-06-17 00:40:29,McDonalds India,food_dining,665.92,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0809,72.8804
TXN100403,2024-06-17 10:21:41,SonyLIV,entertainment,1698.29,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0481,72.9033
TXN100650,2024-06-17 15:20:53,Haldirams,food_dining,2346.59,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0487,72.8496
TXN100191,2024-06-18 00:32:04,BigBasket,grocery_pos,3803.98,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1157,72.8480
TXN100067,2024-06-18 00:59:23,Disney+ Hotstar,entertainment,1681.44,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0981,72.9161
TXN100258,2024-06-18 05:02:46,Flipkart,shopping_net,12392.80,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,1,19.0609,72.9124
TXN100202,2024-06-18 23:05:19,Cafe Coffee Day,food_dining,221.71,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0617,72.8857
TXN100354,2024-06-19 00:56:03,Fastag Toll,travel,6569.52,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1004,72.8443
TXN100266,2024-06-19 14:10:54,Flipkart,shopping_net,5247.41,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0361,72.8710
TXN100094,2024-06-20 02:45:55,Fastag Toll,travel,8334.48,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0931,72.8448
TXN100616,2024-06-20 19:58:19,RedBus,travel,1661.94,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0830,72.8689
TXN100279,2024-06-20 23:45:39,D-Mart,grocery_pos,3310.89,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0511,72.8649
TXN100383,2024-06-21 10:41:40,IRCTC Express,travel,700.21,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5945,88.3413
TXN100519,2024-06-21 12:34:15,BigBasket,grocery_pos,3873.93,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0995,72.8488
TXN100301,2024-06-22 08:39:07,IndiGo Airlines,travel,5169.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0617,72.8819
TXN100602,2024-06-22 13:08:48,BSES Yamuna,home_utilities,4185.24,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0766,72.8573
TXN100178,2024-06-23 01:46:45,IRCTC Express,travel,5634.13,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0916,72.8965
TXN100392,2024-06-23 08:19:10,Ola Cabs,travel,6700.32,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0462,72.8749
TXN100275,2024-06-23 19:40:17,Cult.fit,health_fitness,4694.04,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0806,72.8414
TXN100304,2024-06-24 05:56:54,Nykaa,shopping_net,5356.00,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0491,72.8991
TXN100444,2024-06-24 10:02:01,Spotify India,entertainment,728.87,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0871,72.9052
TXN100361,2024-06-24 13:32:27,Apollo Pharmacy,health_fitness,3089.11,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1028,72.9147
TXN100303,2024-06-24 16:40:51,1mg Healthcare,health_fitness,2331.78,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0960,72.8716
TXN100158,2024-06-25 15:39:45,RedBus,travel,3333.24,Aarav,Sharma,M,Chennai,Tamil Nadu,Software Engineer,0,13.1094,80.2728
TXN100317,2024-06-25 16:52:41,Reliance Fresh,grocery_pos,3312.62,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0835,72.8630
TXN100599,2024-06-26 11:55:31,Medplus,health_fitness,1901.82,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0399,72.8768
TXN100405,2024-06-26 18:23:37,D-Mart,grocery_pos,2113.74,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0433,72.8729
TXN100457,2024-06-27 13:57:44,Medplus,health_fitness,3477.38,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1113,72.8475
TXN100253,2024-06-27 23:12:35,Nykaa,shopping_net,5565.09,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0594,72.9103
TXN100482,2024-06-28 13:10:09,Cafe Coffee Day,food_dining,1192.93,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0736,72.8411
TXN100582,2024-06-28 15:43:57,MakeMyTrip,travel,6379.98,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0726,72.9087
TXN100164,2024-06-28 19:31:38,1mg Healthcare,health_fitness,434.50,Aarav,Sharma,M,Ahmedabad,Gujarat,Software Engineer,0,22.9967,72.5650
TXN100311,2024-06-29 00:09:00,PVR Cinemas,entertainment,1202.10,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0482,72.8483
TXN100575,2024-06-29 14:48:06,Ajio,shopping_net,7862.11,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1138,72.8871
TXN100646,2024-06-29 23:48:25,Disney+ Hotstar,entertainment,1601.26,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.6006,88.3806
TXN100105,2024-06-30 12:14:03,Spotify India,entertainment,921.28,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0643,72.8818
TXN100559,2024-06-30 16:32:48,1mg Healthcare,health_fitness,1329.55,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0408,72.9120
TXN100161,2024-06-30 16:56:37,IRCTC Express,travel,5761.27,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1043,72.8448
TXN100015,2024-07-01 00:40:14,Spotify India,entertainment,881.08,Aarav,Sharma,M,Kolkata,West Bengal,Software Engineer,0,22.5788,88.3519
TXN100431,2024-07-01 23:16:05,Disney+ Hotstar,entertainment,1781.42,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.1141,72.9081
TXN100365,2024-07-02 20:08:32,Myntra,shopping_net,13353.27,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0473,72.8878
TXN100466,2024-07-04 23:05:24,McDonalds India,food_dining,1406.72,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0919,72.8905
TXN100553,2024-07-06 03:59:12,Croma Online,shopping_net,4442.53,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0983,72.8831
TXN100108,2024-07-07 02:27:26,Tata Power,home_utilities,4482.33,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0735,72.8563
TXN100125,2024-07-07 07:01:42,Jio Fiber,home_utilities,1845.56,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0548,72.9016
TXN100649,2024-07-07 11:24:01,Jio Fiber,home_utilities,3528.75,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0454,72.9111
TXN100036,2024-07-08 11:50:30,Swiggy,food_dining,1549.66,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0389,72.8683
TXN100437,2024-07-09 13:11:21,SonyLIV,entertainment,948.80,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0833,72.8630
TXN100397,2024-07-10 06:40:43,Fastag Toll,travel,964.34,Aarav,Sharma,M,Mumbai,Maharashtra,Software Engineer,0,19.0963,72.9086
